Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2021-22,JD Sports Fashion PLC,Yes,"2,022,213","202,221.30","33,703.55",No costs deducted from proceeds,0,0,0,0,0,0,,"168,517.75",Donated,,:,:,:,:,:,:,"JD Sports are currently unable to provide an exact figure for the number of single use bags sold, as their till sales also include the sales of their reusable duffle bags. An estimate of single use bags sold in 2021/22 has been made based on store purchases. Figures for years prior to 2019/20 include the sales of reusable duffle bags. The total number of bags sold (single use and duffle bags) in 2021/22 was 7,489,679 and the associated gross proceeds was £748,967.90"
2021-22,John Grose Group Ltd,Yes,"20,915","2,489.10",414.85,No costs deducted from proceeds,0,0,0,0,0,0,,"2,074.25",Donated,,"1,501.13",Charity/volunteering,:,"20,915",:,:,
2021-22,John Lewis plc,Yes,"5,104,544","510,454.40","85,075.73",No costs deducted from proceeds,0,0,0,0,0,0,,"425,378.67",Donated,,:,:,:,"76,610",:,:,
2021-22,Krispy Kreme UK Ltd,Yes,"506,575","50,657.50","8,442.92",No costs deducted from proceeds,0,0,0,0,0,0,,"42,214.58",Donated,,"42,200.00",Charity/volunteering,:,:,:,:,
2021-22,L ROWLANDS & CO (RETAIL) LIMITED,Yes,"9,015",825.95,137.66,No costs deducted from proceeds,0,0,0,0,0,0,,688.29,Donated,,688.29,Charity/volunteering,:,:,:,:,
2021-22,Lakeland Limited,Yes,"4,056",405.6,67.6,No costs deducted from proceeds,0,0,0,0,0,0,,338,Donated,,338,Environment,:,:,:,:,
2021-22,Leeds Beckett University,Yes,106,5.3,0.88,No costs deducted from proceeds,0,0,0,0,0,0,,4.42,Retained by the business,,:,:,:,:,:,:,We use an Till system that records the sales of our carier bags.
2021-22,Leonard F Jollyes (B.P) Ltd,Yes,"208,559","20,855.90","3,475.98",No costs deducted from proceeds,0,0,0,0,0,0,,"17,379.92",Donated,,:,:,:,:,:,:,
2021-22,Lincolnshire Cooperative Ltd,Yes,"4,922,102","486,190.85","81,031.81",No costs deducted from proceeds,0,0,0,0,0,0,,"405,159.04",Donated,,"405,159.04","Environment,Causes chosen by customers/staff",:,"20,971","65,923",:,
2021-22,Lloyds Pharmacy Ltd,Yes,"188,668","18,184.10","3,030.68",No costs deducted from proceeds,0,0,0,0,0,0,,"15,153.42",Donated,,"15,153.42",Charity/volunteering,:,:,:,:,
2021-22,Longleat Enterprises Limited,Yes,"23,836","2,267.65",377.94,No costs deducted from proceeds,0,0,0,0,0,0,,"1,889.71",Donated,,:,:,:,:,:,:,
2021-22,Loughborough Students Union,Yes,"27,925","3,933.30",655.55,325,0,150,150,0,25,0,,"2,952.75",Retained by the business,,:,:,:,:,:,:,
2021-22,M&Co Trading Ltd,Yes,"587,094","58,709.40","9,784.90",No costs deducted from proceeds,0,0,0,0,0,0,,"48,924.50",Donated,,"48,924.00",Charity/volunteering,"306,402","587,094",:,:,Our carrier bag data is collected via our till system
2021-22,Machine Mart Ltd,Yes,"2,367",223.3,37.22,No costs deducted from proceeds,0,0,0,0,0,0,,186.08,Retained by the business,,:,:,:,:,:,:,
2021-22,Majestic Wine Warehouses Ltd,Yes,"2,806",280.6,46.77,No costs deducted from proceeds,0,0,0,0,0,0,,233.83,Donated,,:,:,:,"2,806",:,:,
2021-22,Marie Curie,Yes,"114,379","10,881.90","1,813.65",No costs deducted from proceeds,0,0,0,0,0,0,,"9,068.25",Retained by the business,,"9,068.25",Charity/volunteering,:,213,:,:,
2021-22,Marks and Spencer Group plc,Yes,"845,139","81,477.40","13,579.57",No costs deducted from proceeds,0,0,0,0,0,0,,"67,897.83",Donated,,"67,897.83",Charity/volunteering,:,:,:,:,
2021-22,Max Spielmann Limited,Yes,"49,511","4,763.25",793.88,No costs deducted from proceeds,0,0,0,0,0,0,,"3,969.38",Donated,,:,:,:,:,:,:,
2021-22,McColls Retail Group,Yes,"26,253","2,625.30",437.55,No costs deducted from proceeds,0,0,0,0,0,0,,"2,187.75",Retained by the business,,:,:,"1,510,789","3,535,791",:,:,
2021-22,Menkind Limited,Yes,"448,290","44,829.00","7,471.50",No costs deducted from proceeds,0,0,0,0,0,0,,"37,357.50",Donated,,:,:,:,:,:,:,
2021-22,Mercedes-Benz Retail Group UK Limited,Yes,29,2.9,0.48,No costs deducted from proceeds,0,0,0,0,0,0,,2.42,Donated,,:,:,:,:,:,:,
2021-22,Merlin Entertainments Ltd,Yes,"201,116","20,110.30","3,351.72",No costs deducted from proceeds,0,0,0,0,0,0,,"16,758.58",Donated,,:,:,:,:,:,:,
2021-22,Merseytravel,Yes,47,4.7,0.78,No costs deducted from proceeds,0,0,0,0,0,0,,3.92,Retained by the business,,:,:,:,:,:,:,
2021-22,Minds Matter (TA) Ltd,Yes,"145,314","14,531.40","2,421.90",No costs deducted from proceeds,0,0,0,0,0,0,,"12,109.50",Donated,,"12,109.00",Health,:,:,:,:,
2021-22,MNG MANGO UK LIMITED,Yes,"15,849","1,584.90",264.15,No costs deducted from proceeds,0,0,0,0,0,0,,"1,320.75",Donated,,:,:,:,:,:,:,
2021-22,Mondelez Europe Services GmbH - UK Branch,Yes,"38,591","3,859.10",643.18,No costs deducted from proceeds,0,0,0,0,0,0,,"3,215.92",Donated,,"3,859.10",Heritage,:,:,:,:,
2021-22,MP Moran & Sons Limited,Yes,"1,052",99.55,16.59,No costs deducted from proceeds,0,0,0,0,0,0,,82.96,Donated,,99.55,"Arts,Health,Causes chosen by customers/staff,Sport",:,:,:,:,
2021-22,NIKE RETAIL UK (a UK establishment of NIKE RETAIL B.V.),Yes,"112,994","11,299.40","1,883.23",No costs deducted from proceeds,0,0,0,0,0,0,,"9,416.17",Donated,,:,:,:,:,:,:,
2021-22,Nisbets PLC,Yes,"34,825","3,482.50",580.42,No costs deducted from proceeds,0,0,0,0,0,0,,"2,902.08",Retained by the business,,:,:,:,:,:,:,
2021-22,Norchem Healthcare Ltd,Yes,"1,467",146.7,24.45,No costs deducted from proceeds,0,0,0,0,0,0,,122.25,Retained by the business,,:,:,:,:,:,:,
2021-22,Ocado Retail Limited,Yes,"202,142,190","18,843,380.20","3,140,563.37",No costs deducted from proceeds,0,0,0,0,0,0,,"15,702,816.83","Put to other uses, provide details in the box below",We operate a bag buyback scheme where customers can return their Ocado bags,"1,200,000.00","Charity/volunteering,Environment",:,:,:,:,
2021-22,Oldrid & Co Ltd,Yes,"20,627","2,016.70",336.12,No costs deducted from proceeds,0,0,0,0,0,0,,"1,680.58",Donated,,:,:,:,:,:,:,
2021-22,Paultons Park Ltd,Yes,"95,647","8,904.65","1,484.11",No costs deducted from proceeds,0,0,0,0,0,0,,"7,420.54",Donated,,"7,421.00",Charity/volunteering,:,:,:,:,
2021-22,Pavers Ltd,Yes,"305,297","30,289.70","5,048.28",No costs deducted from proceeds,0,0,0,0,0,0,,"25,241.42",Donated,,:,:,:,:,:,:,
2021-22,Petrogas Group Uk Ltd,Yes,"201,963","18,930.60","3,155.10",No costs deducted from proceeds,0,0,0,0,0,0,,"15,775.50","Put to other uses, provide details in the box below",This will be used for Charity purpose,"15,775.50",Health,:,:,:,:,
2021-22,Pets at Home Limited,Yes,"1,308,304","123,977.20","20,662.87",No costs deducted from proceeds,0,0,0,0,0,0,,"103,314.33",Donated,,"103,314.91",Charity/volunteering,:,:,:,:,100% of net sales were donated to Charity - The Pets at Home Foundation
2021-22,PGL Travel Ltd,Yes,"10,311","1,031.10",171.85,35,0,0,35,0,0,0,,824.25,Donated,,824.3,Charity/volunteering,:,"10,311",:,:,
2021-22,Pillbox 38 UK Ltd,Yes,"48,836","4,004.45",667.41,No costs deducted from proceeds,0,0,0,0,0,0,,"3,337.04",Donated,,:,:,:,:,:,:,
2021-22,PORTMEIRION GROUP UK LIMITED,Yes,"50,122","5,012.20",835.37,No costs deducted from proceeds,0,0,0,0,0,0,,"4,176.83",Retained by the business,,:,:,:,:,:,:,
2021-22,Post Office Limited,Yes,16,1.6,0.27,No costs deducted from proceeds,0,0,0,0,0,0,,1.33,Retained by the business,,:,:,:,:,:,:,
2021-22,Poundland Limited ,Yes,"52,532","2,626.60",437.77,No costs deducted from proceeds,0,0,0,0,0,0,,"2,188.83","Put to other uses, provide details in the box below",,:,:,:,:,:,:,This will be donated
2021-22,Poundstretcher Ltd,Yes,"1,510,348","142,763.40","23,793.90",No costs deducted from proceeds,0,0,0,0,0,0,,"118,969.50",Donated,,:,:,:,:,:,:,
2021-22,Pret A Manger (Europe) Ltd,Yes,"71,863","7,003.00","1,167.17",No costs deducted from proceeds,0,0,0,0,0,0,,"5,835.83",Donated,,:,:,:,:,:,:,
2021-22,Princess Alice Hospice,Yes,"27,707","2,770.70",461.78,No costs deducted from proceeds,0,0,0,0,0,0,,"2,308.92",Donated,,:,:,:,:,:,:,
2021-22,QVC,Yes,"9,148",848.95,141.49,No costs deducted from proceeds,0,0,0,0,0,0,,707.46,Donated,,707.46,Causes chosen by customers/staff,:,:,:,:,Data identified by sales reports generated by the epos system
2021-22,Radstock Co-operative Society Limited,Yes,"687,551","65,895.02","10,982.50",No costs deducted from proceeds,0,0,0,0,0,0,,"54,912.52","Donated,Put to other uses, provide details in the box below",Invested in the development of biodegradable bags,:,:,:,:,:,:,
2021-22,resso holdings ltd,Yes,"406,200","40,620.00","6,770.00",No costs deducted from proceeds,0,0,0,0,0,0,,"33,850.00",Retained by the business,,:,:,:,:,:,:,we are deciding which charity to support
2021-22,Richer Sounds Ltd,Yes,601,58.65,9.78,No costs deducted from proceeds,0,0,0,0,0,0,,48.88,Donated,,:,:,:,:,:,601,29 bags sold at 0.05p between 6 April 2021 and 21st May 2021. Bags sold after that date charged at 0.10p
2021-22,RIVER ISLAND CLOTHING CO LTD,Yes,"4,876,238","487,623.80","81,270.63",No costs deducted from proceeds,0,0,0,0,0,0,,"406,353.17",Donated,,"406,353.20",Charity/volunteering,:,:,:,:,
2021-22,Robert Dyas Holdings Limited,Yes,"713,495","71,348.40","11,891.40",No costs deducted from proceeds,0,0,0,0,0,0,,"59,457.00",Donated,,:,:,:,:,:,:,
2021-22,Roys (Wroxham) Limited,Yes,"344,645","32,607.20","5,434.53",No costs deducted from proceeds,0,0,0,0,0,0,,"27,172.67",Donated,,"27,172.67","Charity/volunteering,Causes chosen by customers/staff",:,:,:,:,"A total of £29,156.62 was donated to charity, including some money raised from carrier bag sales in the previous reporting period"
2021-22,Ryman Limited,Yes,"588,146","56,109.45","9,351.58",No costs deducted from proceeds,0,0,0,0,0,0,,"46,757.88",Donated,,:,:,:,:,:,:,
2021-22,Sainsbury's,Yes,"3,135,508","313,550.80","52,258.47",No costs deducted from proceeds,0,0,0,0,0,0,,"261,292.33",Donated,,"261,292.00","Environment,Health",:,:,:,:,
2021-22,Sally Salon Services Ltd,Yes,"30,254","2,655.00",442.5,No costs deducted from proceeds,0,0,0,0,0,0,,"2,212.50",Donated,,:,:,:,:,:,:,
2021-22,Scottish Midland Co-operative Society Ltd,Yes,"295,497","27,680.40","4,613.40",No costs deducted from proceeds,0,0,0,0,0,0,,"23,067.00",Donated,,"23,067.00",Causes chosen by customers/staff,:,:,:,:,
2021-22,Screwfix Direct Ltd,Yes,"10,100",966.3,128.48,No costs deducted from proceeds,0,0,0,0,0,0,,837.82,Donated,,:,:,:,:,:,:,Donated 100% to the Screwfix Foundation. 
2021-22,Smiggle UK Limited,Yes,"331,947","33,194.70","5,532.45",No costs deducted from proceeds,0,0,0,0,0,0,,"27,662.25",Retained by the business,,:,:,:,:,:,"48,710","All bags regardless of size/quality are charged at 10p. Our high quality plastic bags (unlike grocery or supermarket bags) cost us more than 10p per bag. Whilst there are no net proceeds from the sale of carrier bags in Smiggle currently, we are absolutely committed to donating any future net proceeds to charity and closely monitor this."
2021-22,Smyths Toys UK Limited,Yes,"1,673,996","161,066.80","26,844.47",No costs deducted from proceeds,0,0,0,0,0,0,,"134,222.33",Donated,,:,:,:,:,:,:,
2021-22,Snappy Snaps,Yes,953,87.8,14.63,No costs deducted from proceeds,0,0,0,0,0,0,,73.17,Donated,,:,:,:,:,:,:,
2021-22,Sodexo Ltd,Yes,2,0.2,0.03,No costs deducted from proceeds,0,0,0,0,0,0,,0.17,"Put to other uses, provide details in the box below",The small amount will be donated shortly,:,:,:,:,:,:,
2021-22,Southampton City Council,Yes,902,90.2,15.03,No costs deducted from proceeds,0,0,0,0,0,0,,75.17,Donated,,75.17,Charity/volunteering,:,:,:,:,
2021-22,The Southern Co-operative,Yes,"7,020,501","684,530.05","114,088.34","38,192.40",0,0,0,0,"38,192.40",0,,"532,249.31",Donated,,"281,031.00","Charity/volunteering,Education,Environment,Health,Causes chosen by customers/staff",:,:,:,:,
2021-22,SSP UK Limited,Yes,"38,625","3,843.55",640.59,No costs deducted from proceeds,0,0,0,0,0,0,,"3,202.96",Donated,,:,:,:,:,:,:,
2021-22,Sue Ryder,Yes,"401,688","41,385.75","6,897.63",No costs deducted from proceeds,0,0,0,0,0,0,,"34,488.13",Donated,,:,:,:,:,:,:,
2021-22,Sunrise Records & Entertainment Ltd T/A HMV,Yes,"130,213","13,021.30","2,170.22","4,000.00",0,"1,000.00",0,"1,500.00","1,500.00",0,,"6,851.08",Donated,,:,:,:,:,:,:,
2021-22,Tate Bros. Ltd,Yes,"45,705","4,800.55",800.09,No costs deducted from proceeds,0,0,0,0,0,0,,"4,000.46","Donated,Retained by the business",,:,:,:,:,:,:,
2021-22,Tesco Stores Ltd,Yes,"1,442,122","144,212.20","24,035.37",No costs deducted from proceeds,0,0,0,0,0,0,,"120,176.83",Donated,,:,:,:,:,:,:,
2021-22,The Children's Society,Yes,"1,178,000","117,800.00","19,633.33",No costs deducted from proceeds,0,0,0,0,0,0,,"98,166.67","Retained by the business,Put to other uses, provide details in the box below",We are a registered charity,:,:,:,"117,800",:,:,
2021-22,The Co-operative Group,Yes,"104,375,036","10,106,935.56","1,684,489.26",No costs deducted from proceeds,0,0,0,0,0,0,,"8,422,446.30",Donated,,"1,120,482.00","Charity/volunteering,Education,Environment,Health,Causes chosen by customers/staff",:,"13,860,174","1,542,672",:,
2021-22,The Midcounties Co-operative,Yes,"8,891,652","879,000.98","146,500.16",No costs deducted from proceeds,0,0,0,0,0,0,,"732,500.82",Donated,,:,:,:,:,:,:,"The amount donated excludes the £527,400 cost of purchasing compostable bags"
2021-22,The Salvation Army,Yes,"5,777",577.7,96.28,No costs deducted from proceeds,0,0,0,0,0,0,,481.42,Retained by the business,,:,:,:,:,:,:,
2021-22,Toolstation Ltd,Yes,"122,476","12,247.60","2,041.27",No costs deducted from proceeds,0,0,0,0,0,0,,"10,206.33",Donated,,"10,206.00",Health,:,:,:,:,
2021-22,Travis Perkins plc,Yes,"19,857","1,985.70",330.95,No costs deducted from proceeds,0,0,0,0,0,0,,"1,654.75",Donated,,"1,654.75",Environment,:,:,:,:,
2021-22,Volkswagen Group UK Ltd,Yes,"2,181",218.1,36.35,No costs deducted from proceeds,0,0,0,0,0,0,,181.75,Donated,,181.65,Charity/volunteering,:,:,:,:,
2021-22,Wm Morrison Supermarkets PLC,Yes,"59,565,625","5,552,749.50","325,156.00",No costs deducted from proceeds,0,0,0,0,0,0,,"5,227,593.50",Donated,,"1,342,423.00","Charity/volunteering,Education,Environment,Health",:,:,:,:,"Bags charged for use in our online operations attract VAT at a blended rate agreed with HMRC. After deduction of a blended rate of VAT from the charge applied in our online business, net proceeds equate to £5,227,593. £3,885,170 was used to support the recycling incentive we offer to our online customers. The remaining £1,342,423 was donated to charity."
2021-22,W Wing Yip & Brothers Trading Group Ltd,Yes,"17,950","1,795.00",299.17,No costs deducted from proceeds,0,0,0,0,0,0,,"1,495.83",Donated,,:,:,:,:,:,:,
2021-22,Waitrose Ltd,Yes,"22,400,000","2,240,000.00","373,333.33",No costs deducted from proceeds,0,0,0,0,0,0,,"1,866,666.67",Donated,,"1,792,000.00",Charity/volunteering,:,"27,962,636",:,:,Online customer charges 80p per order for bags as average number of bags was 8 per order.  2.8m orders paid for bags in between April and September 2021.  Operation went fully bagless in September 2021.
2021-22,Waremoss Ltd,Yes,"11,084","1,001.65",166.94,No costs deducted from proceeds,0,0,0,0,0,0,,834.71,Donated,,834.71,Health,:,:,:,:,
2021-22,Warner Bros. Studios Leavesden Ltd.,Yes,"130,128","10,154.00","1,692.33",No costs deducted from proceeds,0,0,0,0,0,0,,"8,461.67",Donated,,"8,462.00","Charity/volunteering,Environment,Causes chosen by customers/staff",:,:,:,:,
2021-22,Warren James Jewellers Ltd,Yes,"6,879",687.9,114.65,No costs deducted from proceeds,0,0,0,0,0,0,,573.25,Retained by the business,,:,:,:,:,:,:,
2021-22,Waterfields Leigh Ltd,Yes,"162,520","16,252.00","2,708.67",No costs deducted from proceeds,0,0,0,0,0,0,,"13,543.33",Donated,,:,:,:,:,:,:,
2021-22,WDFG UK Ltd,Yes,"1,272,141","127,214.10","21,202.35",No costs deducted from proceeds,0,0,0,0,0,0,,"106,011.75",Donated,,:,:,:,:,:,:,
2021-22,Webbs Garden Centres,Yes,"22,680","2,175.85",362.64,No costs deducted from proceeds,0,0,0,0,0,0,,"1,813.21",Donated,,"1,813.21",Charity/volunteering,:,"2,196",:,:,
2021-22,Welcome Break Group Limited,Yes,"145,848","14,229.15","2,371.53",No costs deducted from proceeds,0,0,0,0,0,0,,"11,857.63",Donated,,:,:,:,:,:,:,
2021-22,WH Smith plc,Yes,"253,067","25,306.70","4,217.78",No costs deducted from proceeds,0,0,0,0,0,0,,"21,088.92",Donated,,:,:,:,:,:,:,
2021-22,William Strike Ltd,Yes,"63,739","6,373.90","1,062.32",No costs deducted from proceeds,0,0,0,0,0,0,,"5,311.58",Donated,,"5,279.01",Health,:,:,:,:,
2021-22,Woburn Enterprises Partnership,Yes,"8,579",801.35,133.56,No costs deducted from proceeds,0,0,0,0,0,0,,667.79,Donated,,667.79,Charity/volunteering,:,:,:,:,
2021-22,Woodthorpe Hall Garden Centres Limited,Yes,"43,704","4,370.40",728.4,No costs deducted from proceeds,0,0,0,0,0,0,,"3,642.00",Donated,,"3,642.00",Charity/volunteering,:,:,:,:,
2021-22,YESSS (A) Electrical Ltd,Yes,"227,700","22,770.00","3,795.00",500,0,0,0,0,500,0,,"18,475.00",Donated,,"18,975.00",Charity/volunteering,:,:,:,:,
2021-22,YTC Ltd,Yes,"467,030","44,191.55","7,365.26",460,50,200,150,0,30,30,Provision of scan cards at till points,"36,366.29","Donated,Retained by the business",,:,:,:,:,:,:,
2022-23,Aldi Stores Ltd,Yes,"24,210,290","2,421,029.00","403,504.83",No costs deducted from proceeds,0,0,0,0,0,0,,"2,017,524.17",Donated,,"2,017,524.17","Charity/volunteering,Environment,Sport",:,:,:,:,
2022-23,Asda Stores Limited,Yes,"121,556","12,155.60","2,025.93",No costs deducted from proceeds,0,0,0,0,0,0,,"10,129.67",Donated,,"10,129.67","Environment,Health",:,:,:,:,
2022-23,B&Q,Yes,"184,566","18,456.60","3,076.10",No costs deducted from proceeds,0,0,0,0,0,0,,"15,380.50",Donated,,"15,380.50",Charity/volunteering,:,570239,:,:,"B&Q is also contributing 5p for every Wallpaper Bag and Bag For Life sold. The total number of bags sold was: 6284 wallpaper bags and 52377 bags for life, which in total would give £2,933.05 extra contribution to the dontation.
"
2022-23,BGC South Ltd ,Yes,"24,442","2,444.20",407.37,No costs deducted from proceeds,0,0,0,0,0,0,,"2,036.83",Donated,,"2,036.00",Charity/volunteering,:,:,:,:,
2022-23,Birds (Derby) Ltd,Yes,"343,261","50,659.40","8,443.23",No costs deducted from proceeds,0,0,0,0,0,0,,"42,216.17",Donated,,"42,216.17",Charity/volunteering,:,:,:,:,
2022-23,Blackburn Rovers Football & Athletic Ltd,Yes,"7,893",789.3,157.86,No costs deducted from proceeds,0,0,0,0,0,0,,631.44,Donated,,:,:,:,:,:,:,
2022-23,Blackpool Pleasure Beach Ltd,Yes,"10,045","2,009.00",334.83,No costs deducted from proceeds,0,0,0,0,0,0,,"1,674.17",Donated,,"1,674.17",Charity/volunteering,:,:,3682,:,EPOS Sales data
2022-23,Boux Avenue Limited,Yes,"139,300","13,930.00","2,321.67",No costs deducted from proceeds,0,0,0,0,0,0,,"11,608.33",Donated,,:,:,:,:,:,:,
2022-23,Bradfords Building Supplies Ltd,Yes,140,14,2.33,No costs deducted from proceeds,0,0,0,0,0,0,,11.67,Retained by the business,,:,:,:,:,:,:,
2022-23,Brighton & Hove Albion Football Club,Yes,"7,414",741.4,123.57,No costs deducted from proceeds,0,0,0,0,0,0,,617.83,Retained by the business,,:,:,:,:,:,:,
2022-23,Britannia Jinky Jersey Ltd,Yes,"26,189","2,618.90",436.48,"2,182.42",0,"2,182.42",0,0,0,0,,0,Retained by the business,,:,:,:,:,:,:,
2022-23,BSD Limited,Yes,212,21.2,3.53,No costs deducted from proceeds,0,0,0,0,0,0,,17.67,Donated,,17.67,Charity/volunteering,:,:,:,:,
2022-23,C Brewer & Sons Ltd,Yes,"4,872",487.2,81.2,No costs deducted from proceeds,0,0,0,0,0,0,,406,Donated,,406,Environment,:,:,:,:,
2022-23,Cancer Research UK,Yes,"1,009,731","100,973.10","16,828.85",No costs deducted from proceeds,0,0,0,0,0,0,,"84,144.25","Put to other uses, provide details in the box below",Retained for the charitable work of the organisation,:,:,:,:,:,:,
2022-23,Cardzone Ltd,Yes,"286,870","28,687.00","4,781.17","2,000.00",0,0,0,0,"2,000.00",0,,"21,905.83",Donated,,:,:,:,:,:,:,
2022-23,Cavaghan & Gray Ltd,Yes,"5,008",500.8,83.47,No costs deducted from proceeds,0,0,0,0,0,0,,417.33,Donated,,417.33,Environment,:,:,:,:,
2022-23,CDS Superstores International LTD T/A The range,Yes,"528,158","52,815.80","8,802.63",No costs deducted from proceeds,0,0,0,0,0,0,,"44,013.17",Donated,,:,:,:,:,:,:,
2022-23,Central England Co-Operative Society,Yes,"11,743","1,174.30",195.72,No costs deducted from proceeds,0,0,0,0,0,0,,978.58,"Donated,Retained by the business",,978.58,"Charity/volunteering,Environment",:,:,:,1232267,"Funds from this year and funds from previous years (£225 k) have been used for installation and maintenance of our defibrillator estate, distribution of surplus food in partnership with FareShare UK and direct donations to charities including Dementia UK, Women’s Aid and National Domestic Abuse Helpline.  More recently funds have been used to support our community sustainable space project in partnership with Groundworks UK and breakfast provision in schools through Magic Breakfasts, both of these project will continue into the 2023/24 reporting period"
